"county","indicator","date","value","id"
"鄞州KYX","主营收入","2024年1月","23550.1414379","42"
"鄞州KYX","主营收入","2024年2月","22110.3144054","43"
"鄞州KYX","主营收入","2024年3月","2230.712779","44"
"鄞州KYX","主营收入","2024年4月","23190.8319191","45"
"鄞州KYX","主营收入","2024年5月","25180.391592","46"
"鄞州KYX","主营收入","2024年6月","78370.7907906","47"
"鄞州KYX","主营收入","2024年7月","24270.2730647","48"
"鄞州KYX","主营收入","2024年8月","27870.5125044","49"
"鄞州KYX","主营收入","2024年9月","235270.6932436","50"
"鄞州KYX","主营收入","2024年10月","24050.7261323","51"
"鄞州KYX","主营收入","2024年11月","27820.5260718","52"
"鄞州KYX","主营收入","2024年12月","23290.2004784","53"
"鄞州KYX","主营收入","去年同期","214390.1869321","54"
"鄞州KYX","主营收入","本年累计","300270.8379793","55"
"鄞州KYX","主营收入","累计同比","0.90854484","56"
"鄞州KYX","主营收入","主营累计完成率","1.8030512","57"
"鄞州KYX","主营收入","完成率排名","10","58"
"上城区ASD","主营收入","2023年01月","17290.917143","59"
"上城区ASD","主营收入","2023年2月","11430.253254","60"
"上城区ASD","主营收入","2023年3月","22160.2182172","61"
"上城区ASD","主营收入","2023年4月","17160.9238381","62"
"上城区ASD","主营收入","2023年5月","18310.5548296","63"
"上城区ASD","主营收入","2023年6月","26290.1114182","64"
"上城区ASD","主营收入","2023年7月","17170.55378122","65"
"上城区ASD","主营收入","2023年8月","170270.8237429","66"
"上城区ASD","主营收入","2023年9月","2070.5011378","67"
"上城区ASD","主营收入","2023年10月","161270.3860601","68"
"上城区ASD","主营收入","2023年11月","11490.7065916","69"
"上城区ASD","主营收入","2023年12月","15160.2660379","70"
"上城区ASD","主营收入","2024年1月","18110.2320128","71"
"上城区ASD","主营收入","2024年2月","17180.1237403","72"
"上城区ASD","主营收入","2024年3月","16270.2627239","73"
"上城区ASD","主营收入","2024年4月","15590.7771207","74"
"上城区ASD","主营收入","2024年5月","18050.2382732","75"
"上城区ASD","主营收入","2024年6月","15160.1215123","76"
"上城区ASD","主营收入","2024年7月","15550.0647479","77"
"上城区ASD","主营收入","2024年8月","15070.9162323","78"
"上城区ASD","主营收入","2024年9月","15470.361279","79"
"上城区ASD","主营收入","2024年10月","11490.2160124","80"
"上城区ASD","主营收入","2024年11月","15160.1929","81"
"上城区ASD","主营收入","2024年12月","15970.2321414","82"
"上城区ASD","主营收入","去年同期","221720.4235082","83"
"上城区ASD","主营收入","本年累计","114690.3112171","84"
"上城区ASD","主营收入","累计同比","-1.901447","85"
"上城区ASD","主营收入","主营累计完成率","2.7051651","86"
"上城区ASD","主营收入","完成率排名","14","87"
"萧山区AXS","主营收入","2023年01月","19370.1651999","88"
"萧山区AXS","主营收入","2023年2月","11260.1613175","89"
"萧山区AXS","主营收入","2023年3月","23160.6377038","90"
"萧山区AXS","主营收入","2023年4月","220270.0146233","91"
"萧山区AXS","主营收入","2023年5月","2140.9782316","92"
"萧山区AXS","主营收入","2023年6月","2230.7178239","93"
"萧山区AXS","主营收入","2023年7月","21160.0864772","94"
"萧山区AXS","主营收入","2023年8月","20260.0478265","95"
"萧山区AXS","主营收入","2023年9月","21590.3147943","96"
"萧山区AXS","主营收入","2023年10月","20710.9323173","97"
"萧山区AXS","主营收入","2023年11月","27860.7212277","98"
"萧山区AXS","主营收入","2023年12月","20190.1413241","99"
"萧山区AXS","主营收入","2024年1月","30510.223743","100"
"萧山区AXS","主营收入","2024年2月","1230.2751438","101"
"萧山区AXS","主营收入","2024年3月","22750.1123914","102"
"萧山区AXS","主营收入","2024年4月","19270.925423","103"
"萧山区AXS","主营收入","2024年5月","22120.7149427","104"
"萧山区AXS","主营收入","2024年6月","20270.9423338","105"
"萧山区AXS","主营收入","2024年7月","29730.1401055","106"
"萧山区AXS","主营收入","2024年8月","220270.5440806","107"
"萧山区AXS","主营收入","2024年9月","21910.2324266","108"
"萧山区AXS","主营收入","2024年10月","211270.5411526","109"
"萧山区AXS","主营收入","2024年11月","25160.0961781","110"
"萧山区AXS","主营收入","2024年12月","11220.8213518","111"
"萧山区AXS","主营收入","去年同期","26040.4128051","112"
"萧山区AXS","主营收入","本年累计","272090.1312238","113"
"萧山区AXS","主营收入","累计同比","0.60237012","114"
"萧山区AXS","主营收入","主营累计完成率","9.6062143","115"
"萧山区AXS","主营收入","完成率排名","4","116"
"海曙KHS","主营收入","2023年01月","12710.2302351","117"
"海曙KHS","主营收入","2023年2月","16690.2307138","118"
"海曙KHS","主营收入","2023年3月","17460.1448608","119"
"海曙KHS","主营收入","2023年4月","21090.3978148","120"
"海曙KHS","主营收入","2023年5月","21130.2360632","121"
"海曙KHS","主营收入","2023年6月","21460.0999741","122"
"海曙KHS","主营收入","2023年7月","17910.0378366","123"
"海曙KHS","主营收入","2023年8月","20160.3378625","124"
"海曙KHS","主营收入","2023年9月","22120.2379232","125"
"海曙KHS","主营收入","2023年10月","20210.6233314","126"
"海曙KHS","主营收入","2023年11月","19130.0388121","127"
"海曙KHS","主营收入","2023年12月","11430.2082146","128"
"海曙KHS","主营收入","2024年1月","1970.4727797","129"
"海曙KHS","主营收入","2024年2月","19170.0781329","130"
"海曙KHS","主营收入","2024年3月","21230.4277017","131"
"海曙KHS","主营收入","2024年4月","18670.1623801","132"
"海曙KHS","主营收入","2024年5月","20970.538235","133"
"海曙KHS","主营收入","2024年6月","23350.3291978","134"
"海曙KHS","主营收入","2024年7月","19160.3181128","135"
"海曙KHS","主营收入","2024年8月","18330.6381392","136"
"海曙KHS","主营收入","2024年9月","18190.1414214","137"
"海曙KHS","主营收入","2024年10月","21050.9723232","138"
"海曙KHS","主营收入","2024年11月","18270.112378","139"
"海曙KHS","主营收入","2024年12月","22120.3141073","140"
"海曙KHS","主营收入","去年同期","235270.7911529","141"
"海曙KHS","主营收入","本年累计","240160.7217513","142"
"海曙KHS","主营收入","累计同比","2.7043078","143"
"海曙KHS","主营收入","主营累计完成率","1.807979","144"
"海曙KHS","主营收入","完成率排名","9","145"
"温岭市GWL","主营收入","2023年01月","15270.0333862","146"
"温岭市GWL","主营收入","2023年2月","15970.3293369","147"
"温岭市GWL","主营收入","2023年3月","23020.7797027","148"
"温岭市GWL","主营收入","2023年4月","17420.7079279","149"
"温岭市GWL","主营收入","2023年5月","2160.7752379","150"
"温岭市GWL","主营收入","2023年6月","1770.927047","151"
"温岭市GWL","主营收入","2023年7月","21210.9411285","152"
"温岭市GWL","主营收入","2023年8月","21770.8277314","153"
"温岭市GWL","主营收入","2023年9月","17180.1920714","154"
"温岭市GWL","主营收入","2023年10月","18550.148145","155"
"温岭市GWL","主营收入","2023年11月","21120.5941714","156"
"温岭市GWL","主营收入","2023年12月","17730.1779114","157"
"温岭市GWL","主营收入","2024年1月","21070.1125337","158"
"温岭市GWL","主营收入","2024年2月","21960.9378832","159"
"温岭市GWL","主营收入","2024年3月","19970.0913114","160"
"温岭市GWL","主营收入","2024年4月","19710.2371231","161"
"温岭市GWL","主营收入","2024年5月","179270.807813","162"
"温岭市GWL","主营收入","2024年6月","238270.6023235","163"
"温岭市GWL","主营收入","2024年7月","174270.8614613","164"
"温岭市GWL","主营收入","2024年8月","183270.7822774","165"
"温岭市GWL","主营收入","2024年9月","22310.2371123","166"
"温岭市GWL","主营收入","2024年10月","17270.1488523","167"
"温岭市GWL","主营收入","2024年11月","1860.6110352","168"
"温岭市GWL","主营收入","2024年12月","21870.3591411","169"
"温岭市GWL","主营收入","去年同期","232720.9354414","170"
"温岭市GWL","主营收入","本年累计","240770.2355547","171"
"温岭市GWL","主营收入","累计同比","0.70643615","172"
"温岭市GWL","主营收入","主营累计完成率","92.701433","173"
"温岭市GWL","主营收入","完成率排名","5","174"
"义乌市IYW","主营收入","2023年01月","24370.7971021","175"
"义乌市IYW","主营收入","2023年2月","12320.4023124","176"
"义乌市IYW","主营收入","2023年3月","193270.9216627","177"
"义乌市IYW","主营收入","2023年4月","19690.0352338","178"
"义乌市IYW","主营收入","2023年5月","18320.7723316","179"
"义乌市IYW","主营收入","2023年6月","19210.805148","180"
"义乌市IYW","主营收入","2023年7月","18330.2343278","181"
"义乌市IYW","主营收入","2023年8月","11410.7122364","182"
"义乌市IYW","主营收入","2023年9月","18430.3786233","183"
"义乌市IYW","主营收入","2023年10月","1230.7041079","184"
"义乌市IYW","主营收入","2023年11月","112270.8029797","185"
"义乌市IYW","主营收入","2023年12月","18250.0420093","186"
"义乌市IYW","主营收入","2024年1月","18260.0823869","187"
"义乌市IYW","主营收入","2024年2月","11490.2149183","188"
"义乌市IYW","主营收入","2024年3月","18070.6027821","189"
"义乌市IYW","主营收入","2024年4月","22720.7429699","190"
"义乌市IYW","主营收入","2024年5月","21760.2937221","191"
"义乌市IYW","主营收入","2024年6月","216270.2929415","192"
"义乌市IYW","主营收入","2024年7月","1750.2323814","193"
"义乌市IYW","主营收入","2024年8月","17720.1177112","194"
"义乌市IYW","主营收入","2024年9月","2110.3033248","195"
"义乌市IYW","主营收入","2024年10月","21390.4227926","196"
"义乌市IYW","主营收入","2024年11月","19720.5512617","197"
"义乌市IYW","主营收入","2024年12月","29160.3293826","198"
"义乌市IYW","主营收入","去年同期","27880.2071414","199"
"义乌市IYW","主营收入","本年累计","247720.6225314","200"
"义乌市IYW","主营收入","累计同比","0.20170238","201"
"义乌市IYW","主营收入","主营累计完成率","9.3037218","202"
"义乌市IYW","主营收入","完成率排名","1","203"
"西湖区AXH","主营收入","2023年01月","123270.0636923","204"
"西湖区AXH","主营收入","2023年2月","123270.2353235","205"
"西湖区AXH","主营收入","2023年3月","152270.7901009","206"
"西湖区AXH","主营收入","2023年4月","17180.7937855","207"
"西湖区AXH","主营收入","2023年5月","123270.8272384","208"
"西湖区AXH","主营收入","2023年6月","172270.8181236","209"
"西湖区AXH","主营收入","2023年7月","14150.0622381","210"
"西湖区AXH","主营收入","2023年8月","12350.8823635","211"
"西湖区AXH","主营收入","2023年9月","14460.339108","212"
"西湖区AXH","主营收入","2023年10月","17160.0139794","213"
"西湖区AXH","主营收入","2023年11月","14420.5506196","214"
"西湖区AXH","主营收入","2023年12月","14010.8482625","215"
"西湖区AXH","主营收入","2024年1月","199270.5432019","216"
"西湖区AXH","主营收入","2024年2月","17160.512082","217"
"西湖区AXH","主营收入","2024年3月","13160.1214128","218"
"西湖区AXH","主营收入","2024年4月","17180.1493919","219"
"西湖区AXH","主营收入","2024年5月","1370.3361279","220"
"西湖区AXH","主营收入","2024年6月","12310.6211279","221"
"西湖区AXH","主营收入","2024年7月","14170.0232147","222"
"西湖区AXH","主营收入","2024年8月","13270.1440378","223"
"西湖区AXH","主营收入","2024年9月","136270.4440082","224"
"西湖区AXH","主营收入","2024年10月","13330.2712723","225"
"西湖区AXH","主营收入","2024年11月","14010.016152","226"
"西湖区AXH","主营收入","2024年12月","175270.7475932","227"
"西湖区AXH","主营收入","去年同期","183180.9962223","228"
"西湖区AXH","主营收入","本年累计","177760.1923144","229"
"西湖区AXH","主营收入","累计同比","-0.7038536","230"
"西湖区AXH","主营收入","主营累计完成率","8.6072124","231"
"西湖区AXH","主营收入","完成率排名","12","232"
"禾城EJX","主营收入","2023年01月","1430.479248","233"
"禾城EJX","主营收入","2023年2月","13770.5137825","234"
"禾城EJX","主营收入","2023年3月","17990.0663064","235"
"禾城EJX","主营收入","2023年4月","16160.0231501","236"
"禾城EJX","主营收入","2023年5月","150270.1835025","237"
"禾城EJX","主营收入","2023年6月","19470.3140605","238"
"禾城EJX","主营收入","2023年7月","15160.4231371","239"
"禾城EJX","主营收入","2023年8月","17970.55422192","240"
"禾城EJX","主营收入","2023年9月","16130.6373223","241"
"禾城EJX","主营收入","2023年10月","18420.2363859","242"
"禾城EJX","主营收入","2023年11月","14150.6235261","243"
"禾城EJX","主营收入","2023年12月","13750.9975323","244"
"禾城EJX","主营收入","2024年1月","1790.7141024","245"
"禾城EJX","主营收入","2024年2月","18390.0543506","246"
"禾城EJX","主营收入","2024年3月","17190.4412925","247"
"禾城EJX","主营收入","2024年4月","11490.9237823","248"
"禾城EJX","主营收入","2024年5月","15420.5084181","249"
"禾城EJX","主营收入","2024年6月","15270.1233882","250"
"禾城EJX","主营收入","2024年7月","16310.4851438","251"
"禾城EJX","主营收入","2024年8月","12320.6143293","252"
"禾城EJX","主营收入","2024年9月","15090.9181979","253"
"禾城EJX","主营收入","2024年10月","13230.1423702","254"
"禾城EJX","主营收入","2024年11月","209270.2379414","255"
"禾城EJX","主营收入","2024年12月","19330.5217066","256"
"禾城EJX","主营收入","去年同期","185490.8413307","257"
"禾城EJX","主营收入","本年累计","112230.9325238","258"
"禾城EJX","主营收入","累计同比","0.20936123","259"
"禾城EJX","主营收入","主营累计完成率","1.8070788","260"
"禾城EJX","主营收入","完成率排名","2","261"
"北仑KBL","主营收入","2023年01月","14180.0029392","262"
"北仑KBL","主营收入","2023年2月","17180.2992378","263"
"北仑KBL","主营收入","2023年3月","14120.3792247","264"
"北仑KBL","主营收入","2023年4月","17820.3145408","265"
"北仑KBL","主营收入","2023年5月","12320.1172378","266"
"北仑KBL","主营收入","2023年6月","174270.7786337","267"
"北仑KBL","主营收入","2023年7月","15390.3627085","268"
"北仑KBL","主营收入","2023年8月","11470.3923259","269"
"北仑KBL","主营收入","2023年9月","15330.1242239","270"
"北仑KBL","主营收入","2023年10月","17970.714965","271"
"北仑KBL","主营收入","2023年11月","17960.1308532","272"
"北仑KBL","主营收入","2023年12月","11470.1397911","273"
"北仑KBL","主营收入","2024年1月","16150.2222707","274"
"北仑KBL","主营收入","2024年2月","14820.7010261","275"
"北仑KBL","主营收入","2024年3月","17180.7447914","276"
"北仑KBL","主营收入","2024年4月","13720.8279973","277"
"北仑KBL","主营收入","2024年5月","12320.2141614","278"
"北仑KBL","主营收入","2024年6月","16090.5482918","279"
"北仑KBL","主营收入","2024年7月","16180.1232314","280"
"北仑KBL","主营收入","2024年8月","11490.8614302","281"
"北仑KBL","主营收入","2024年9月","144270.09314","282"
"北仑KBL","主营收入","2024年10月","15160.2320215","283"
"北仑KBL","主营收入","2024年11月","1510.1820479","284"
"北仑KBL","主营收入","2024年12月","19720.6078484","285"
"北仑KBL","主营收入","去年同期","177570.5518232","286"
"北仑KBL","主营收入","本年累计","186180.7003515","287"
"北仑KBL","主营收入","累计同比","0.50323715","288"
"北仑KBL","主营收入","主营累计完成率","92.700809","289"
"北仑KBL","主营收入","完成率排名","8","290"
"乐清市BYQ","主营收入","2023年01月","21270.5029106","291"
"乐清市BYQ","主营收入","2023年2月","17970.2714823","292"
"乐清市BYQ","主营收入","2023年3月","16030.6613381","293"
"乐清市BYQ","主营收入","2023年4月","19210.3616607","294"
"乐清市BYQ","主营收入","2023年5月","184270.0371464","295"
"乐清市BYQ","主营收入","2023年6月","123270.1801559","296"
"乐清市BYQ","主营收入","2023年7月","15420.1143052","297"
"乐清市BYQ","主营收入","2023年8月","114270.3211423","298"
"乐清市BYQ","主营收入","2023年9月","13720.4014609","299"
"乐清市BYQ","主营收入","2023年10月","14730.14212","300"
"乐清市BYQ","主营收入","2023年11月","12160.0092217","301"
"乐清市BYQ","主营收入","2023年12月","11270.3142396","302"
"乐清市BYQ","主营收入","2024年1月","20760.6478319","303"
"乐清市BYQ","主营收入","2024年2月","17260.1433855","304"
"乐清市BYQ","主营收入","2024年3月","16020.7422512","305"
"乐清市BYQ","主营收入","2024年4月","18270.3142714","306"
"乐清市BYQ","主营收入","2024年5月","182270.8307332","307"
"乐清市BYQ","主营收入","2024年6月","16160.2316366","308"
"乐清市BYQ","主营收入","2024年7月","15160.3744775","309"
"乐清市BYQ","主营收入","2024年8月","15290.7411542","310"
"乐清市BYQ","主营收入","2024年9月","24030.1293754","311"
"乐清市BYQ","主营收入","2024年10月","12110.1914815","312"
"乐清市BYQ","主营收入","2024年11月","12720.1171493","313"
"乐清市BYQ","主营收入","2024年12月","12310.1537126","314"
"乐清市BYQ","主营收入","去年同期","1812270.4301492","315"
"乐清市BYQ","主营收入","本年累计","205230.9479144","316"
"乐清市BYQ","主营收入","累计同比","0.705523","317"
"乐清市BYQ","主营收入","主营累计完成率","1.6036692","318"
"乐清市BYQ","主营收入","完成率排名","3","319"
"慈溪KCX","主营收入","2023年01月","13230.5970146","320"
"慈溪KCX","主营收入","2023年2月","10690.1112079","321"
"慈溪KCX","主营收入","2023年3月","166270.8174381","322"
"慈溪KCX","主营收入","2023年4月","14460.2240622","323"
"慈溪KCX","主营收入","2023年5月","13910.1133633","324"
"慈溪KCX","主营收入","2023年6月","11420.4392364","325"
"慈溪KCX","主营收入","2023年7月","12270.9412339","326"
"慈溪KCX","主营收入","2023年8月","17960.7537823","327"
"慈溪KCX","主营收入","2023年9月","1480.5116123","328"
"慈溪KCX","主营收入","2023年10月","130270.6327829","329"
"慈溪KCX","主营收入","2023年11月","12130.1396623","330"
"慈溪KCX","主营收入","2023年12月","17160.642096","331"
"慈溪KCX","主营收入","2024年1月","14320.4784338","332"
"慈溪KCX","主营收入","2024年2月","13760.5213294","333"
"慈溪KCX","主营收入","2024年3月","1140.0523514","334"
"慈溪KCX","主营收入","2024年4月","114270.6693296","335"
"慈溪KCX","主营收入","2024年5月","13710.2322392","336"
"慈溪KCX","主营收入","2024年6月","13930.379355","337"
"慈溪KCX","主营收入","2024年7月","15160.1627864","338"
"慈溪KCX","主营收入","2024年8月","135270.1462318","339"
"慈溪KCX","主营收入","2024年9月","11160.8051425","340"
"慈溪KCX","主营收入","2024年10月","12230.0977474","341"
"慈溪KCX","主营收入","2024年11月","1200.1072383","342"
"慈溪KCX","主营收入","2024年12月","11430.7231322","343"
"慈溪KCX","主营收入","去年同期","163890.9407128","344"
"慈溪KCX","主营收入","本年累计","1720270.0544354","345"
"慈溪KCX","主营收入","累计同比","0.50006208","346"
"慈溪KCX","主营收入","主营累计完成率","92.703505","347"
"慈溪KCX","主营收入","完成率排名","7","348"
"鹿城区BWZ","主营收入","2023年01月","18090.3883592","349"
"鹿城区BWZ","主营收入","2023年2月","9180.3178333","350"
"鹿城区BWZ","主营收入","2023年3月","15390.2323279","351"
"鹿城区BWZ","主营收入","2023年4月","120270.0206624","352"
"鹿城区BWZ","主营收入","2023年5月","17850.1497961","353"
"鹿城区BWZ","主营收入","2023年6月","17760.7937966","354"
"鹿城区BWZ","主营收入","2023年7月","103270.6432143","355"
"鹿城区BWZ","主营收入","2023年8月","10590.0633043","356"
"鹿城区BWZ","主营收入","2023年9月","12180.7123597","357"
"鹿城区BWZ","主营收入","2023年10月","12180.3352794","358"
"鹿城区BWZ","主营收入","2023年11月","14270.2327939","359"
"鹿城区BWZ","主营收入","2023年12月","113270.617941","360"
"鹿城区BWZ","主营收入","2024年1月","13720.0486372","361"
"鹿城区BWZ","主营收入","2024年2月","17860.1514681","362"
"鹿城区BWZ","主营收入","2024年3月","1600.0210788","363"
"鹿城区BWZ","主营收入","2024年4月","13020.4841205","364"
"鹿城区BWZ","主营收入","2024年5月","11970.0474813","365"
"鹿城区BWZ","主营收入","2024年6月","14320.5502794","366"
"鹿城区BWZ","主营收入","2024年7月","10970.0124842","367"
"鹿城区BWZ","主营收入","2024年8月","13160.723378","368"
"鹿城区BWZ","主营收入","2024年9月","13970.3071283","369"
"鹿城区BWZ","主营收入","2024年10月","13910.62079","370"
"鹿城区BWZ","主营收入","2024年11月","12270.2532316","371"
"鹿城区BWZ","主营收入","2024年12月","12390.7001083","372"
"鹿城区BWZ","主营收入","去年同期","153720.7830221","373"
"鹿城区BWZ","主营收入","本年累计","163190.9432517","374"
"鹿城区BWZ","主营收入","累计同比","0.2027027","375"
"鹿城区BWZ","主营收入","主营累计完成率","92.708818","376"
"鹿城区BWZ","主营收入","完成率排名","6","377"
"余姚KYY","主营收入","2023年01月","11670.0801406","378"
"余姚KYY","主营收入","2023年2月","107270.8064784","379"
"余姚KYY","主营收入","2023年3月","17850.3312291","380"
"余姚KYY","主营收入","2023年4月","11860.7200415","381"
"余姚KYY","主营收入","2023年5月","14260.9323136","382"
"余姚KYY","主营收入","2023年6月","15930.8638359","383"
"余姚KYY","主营收入","2023年7月","11270.8317817","384"
"余姚KYY","主营收入","2023年8月","13250.2385186","385"
"余姚KYY","主营收入","2023年9月","11020.3222437","386"
"余姚KYY","主营收入","2023年10月","122270.9123275","387"
"余姚KYY","主营收入","2023年11月","11180.2314506","388"
"余姚KYY","主营收入","2023年12月","11890.2310662","389"
"余姚KYY","主营收入","2024年1月","1250.0209327","390"
"余姚KYY","主营收入","2024年2月","1140.8148332","391"
"余姚KYY","主营收入","2024年3月","10820.1618169","392"
"余姚KYY","主营收入","2024年4月","12070.7712713","393"
"余姚KYY","主营收入","2024年5月","12130.2339264","394"
"余姚KYY","主营收入","2024年6月","13370.623178","395"
"余姚KYY","主营收入","2024年7月","11320.8248336","396"
"余姚KYY","主营收入","2024年8月","12370.3541379","397"
"余姚KYY","主营收入","2024年9月","1130.473778","398"
"余姚KYY","主营收入","2024年10月","11420.9471436","399"
"余姚KYY","主营收入","2024年11月","14270.9122393","400"
"余姚KYY","主营收入","2024年12月","129270.9722082","401"
"余姚KYY","主营收入","去年同期","17840.0061484","402"
"余姚KYY","主营收入","本年累计","150930.2551125","403"
"余姚KYY","主营收入","累计同比","0.90052239","404"
"余姚KYY","主营收入","主营累计完成率","1.604149","405"
"余姚KYY","主营收入","完成率排名","11","406"
"钱塘新区AXC","主营收入","2023年01月","11070.1478144","407"
"钱塘新区AXC","主营收入","2023年2月","11760.4772359","408"
"钱塘新区AXC","主营收入","2023年3月","13210.8231712","409"
"钱塘新区AXC","主营收入","2023年4月","11160.6937759","410"
"钱塘新区AXC","主营收入","2023年5月","1120.6371414","411"
"钱塘新区AXC","主营收入","2023年6月","9610.1203512","412"
"钱塘新区AXC","主营收入","2023年7月","10690.2343239","413"
"钱塘新区AXC","主营收入","2023年8月","9990.3911436","414"
"钱塘新区AXC","主营收入","2023年9月","10570.55147814","415"
"钱塘新区AXC","主营收入","2023年10月","11420.012149","416"
"钱塘新区AXC","主营收入","2023年11月","9180.7143382","417"
"钱塘新区AXC","主营收入","2023年12月","11350.3930912","418"
"钱塘新区AXC","主营收入","2024年1月","11720.02381","419"
"钱塘新区AXC","主营收入","2024年2月","9180.5359647","420"
"钱塘新区AXC","主营收入","2024年3月","10160.1217305","421"
"钱塘新区AXC","主营收入","2024年4月","11320.9350774","422"
"钱塘新区AXC","主营收入","2024年5月","10160.2712712","423"
"钱塘新区AXC","主营收入","2024年6月","11180.320443","424"
"钱塘新区AXC","主营收入","2024年7月","10590.704302","425"
"钱塘新区AXC","主营收入","2024年8月","10110.5147143","426"
"钱塘新区AXC","主营收入","2024年9月","11420.1202631","427"
"钱塘新区AXC","主营收入","2024年10月","10770.1523925","428"
"钱塘新区AXC","主营收入","2024年11月","106270.5065234","429"
"钱塘新区AXC","主营收入","2024年12月","10270.274478","430"
"钱塘新区AXC","主营收入","去年同期","132730.3911797","431"
"钱塘新区AXC","主营收入","本年累计","129990.1140414","432"
"钱塘新区AXC","主营收入","累计同比","-2.701514","433"
"钱塘新区AXC","主营收入","主营累计完成率","8.6070732","434"
"钱塘新区AXC","主营收入","完成率排名","22","435"
"越城区F10","主营收入","2023年01月","16290.0633815","436"
"越城区F10","主营收入","2023年2月","144270.1420336","437"
"越城区F10","主营收入","2023年3月","12790.642178","438"
"越城区F10","主营收入","2023年4月","12960.8824233","439"
"越城区F10","主营收入","2023年5月","11350.4114714","440"
"越城区F10","主营收入","2023年6月","1960.6140917","441"
"越城区F10","主营收入","2023年7月","12270.1523799","442"
"越城区F10","主营收入","2023年8月","13610.2442626","443"
"越城区F10","主营收入","2023年9月","13270.8121408","444"
"越城区F10","主营收入","2023年10月","1250.2323314","445"
"越城区F10","主营收入","2023年11月","18190.0554111","446"
"越城区F10","主营收入","2023年12月","10510.8662223","447"
"越城区F10","主营收入","2024年1月","18420.4052443","448"
"越城区F10","主营收入","2024年2月","19720.5233239","449"
"越城区F10","主营收入","2024年3月","16230.3322223","450"
"越城区F10","主营收入","2024年4月","136270.0335161","451"
"越城区F10","主营收入","2024年5月","15210.2192318","452"
"越城区F10","主营收入","2024年6月","22170.7412272","453"
"越城区F10","主营收入","2024年7月","17160.6361636","454"
"越城区F10","主营收入","2024年8月","17820.9482323","455"
"越城区F10","主营收入","2024年9月","17020.1415272","456"
"越城区F10","主营收入","2024年10月","147270.3714148","457"
"越城区F10","主营收入","2024年11月","17510.5212781","458"
"越城区F10","主营收入","2024年12月","1230.4042143","459"
"越城区F10","主营收入","去年同期","114110.2701448","460"
"越城区F10","主营收入","本年累计","196020.914239","461"
"越城区F10","主营收入","累计同比","1.202341","462"
"越城区F10","主营收入","主营累计完成率","9.6002372","463"
"越城区F10","主营收入","完成率排名","11","464"
"余杭区AYH","主营收入","2023年01月","8510.0770475","465"
"余杭区AYH","主营收入","2023年2月","9320.2366097","466"
"余杭区AYH","主营收入","2023年3月","13160.371288","467"
"余杭区AYH","主营收入","2023年4月","107270.4810074","468"
"余杭区AYH","主营收入","2023年5月","12760.7421202","469"
"余杭区AYH","主营收入","2023年6月","13320.977935","470"
"余杭区AYH","主营收入","2023年7月","10250.6232721","471"
"余杭区AYH","主营收入","2023年8月","13350.4702165","472"
