"city","indicator","date","value","id"
"温州","主营收入","2024年5月","1188600.11738888","81"
"温州","主营收入","2024年6月","1416900.452123","82"
"温州","主营收入","2024年7月","1050700.18217796","83"
"温州","主营收入","2024年8月","1100500.48887226","84"
"温州","主营收入","2024年9月","1269800.39555004","85"
"温州","主营收入","2024年10月","1047600.54998862","86"
"温州","主营收入","2024年11月","1079600.99090691","87"
"温州","主营收入","2024年12月","1502700.00625238","88"
"温州","主营收入","去年同期","1444408100.05505","89"
"温州","主营收入","本年累计","1428000.88481455","90"
"温州","主营收入","同比变化","7448100.83944209","91"
"温州","主营收入","同比","5.0038442","92"
"温州","主营收入","排名","9","93"
"温州","主营收入","预算目标","1577000.01014418","94"
"温州","主营收入","完成率","981.00889","95"
"温州","主营收入","缺口","-119900.115488262","96"
"台州","主营收入","2023年01月","977700.05077855","97"
"台州","主营收入","2023年2月","100900.177910552","98"
"台州","主营收入","2023年3月","12708100.0469104","99"
"台州","主营收入","2023年4月","103900.922116488","100"
"台州","主营收入","2023年5月","1114600.78859881","101"
"台州","主营收入","2023年6月","126800.272148877","102"
"台州","主营收入","2023年7月","1064800.88719649","103"
"台州","主营收入","2023年8月","106400.15104424","104"
"台州","主营收入","2023年9月","1188100.68174499","105"
"台州","主营收入","2023年10月","1100700.99218411","106"
"台州","主营收入","2023年11月","1094900.19388302","107"
"台州","主营收入","2023年12月","1147600.77230688","108"
"台州","主营收入","2024年01月","1044900.88144159","109"
"台州","主营收入","2024年2月","103900.093099085","110"
"台州","主营收入","2024年3月","139100.639632639","111"
"台州","主营收入","2024年4月","10548100.9244259","112"
"台州","主营收入","2024年5月","1086600.60214855","113"
"台州","主营收入","2024年6月","1485600.82114607","114"
"台州","主营收入","2024年7月","931600.3981188","115"
"台州","主营收入","2024年8月","11088100.9615785","116"
"台州","主营收入","2024年9月","1271700.84447728","117"
"台州","主营收入","2024年10月","1055500.88220999","118"
"台州","主营收入","2024年11月","1010900.51771449","119"
"台州","主营收入","2024年12月","1482500.44084648","120"
"台州","主营收入","去年同期","133058100.152831","121"
"台州","主营收入","本年累计","14008100.778488","122"
"台州","主营收入","同比变化","696600.288026288","123"
"台州","主营收入","同比","5.0028825","124"
"台州","主营收入","排名","10","125"
"台州","主营收入","预算目标","14861700.5488559","126"
"台州","主营收入","完成率","96.002151","127"
"台州","主营收入","缺口","-859600.097991624","128"
"金华","主营收入","2023年01月","709600.046488874","129"
"金华","主营收入","2023年2月","44800.7791888809","130"
"金华","主营收入","2023年3月","9198100.09150855","131"
"金华","主营收入","2023年4月","815500.981648816","132"
"金华","主营收入","2023年5月","1003700.11288426","133"
"金华","主营收入","2023年6月","912600.240908554","134"
"金华","主营收入","2023年7月","445900.417064401","135"
"金华","主营收入","2023年8月","9598100.88822855","136"
"金华","主营收入","2023年9月","91300.4446244226","137"
"金华","主营收入","2023年10月","808600.684184888","138"
"金华","主营收入","2023年11月","1055500.90988818","139"
"金华","主营收入","2023年12月","10018100.8855088","140"
"金华","主营收入","2024年01月","8328100.0184487","141"
"金华","主营收入","2024年2月","4428100.24455097","142"
"金华","主营收入","2024年3月","92300.8868328448","143"
"金华","主营收入","2024年4月","9888100.0540539","144"
"金华","主营收入","2024年5月","1055500.55538418","145"
"金华","主营收入","2024年6月","999600.117426874","146"
"金华","主营收入","2024年7月","907600.457181699","147"
"金华","主营收入","2024年8月","94600.3991199886","148"
"金华","主营收入","2024年9月","1014600.19571444","149"
"金华","主营收入","2024年10月","992700.231708188","150"
"金华","主营收入","2024年11月","1042700.91640786","151"
"金华","主营收入","2024年12月","1150800.77949996","152"
"金华","主营收入","去年同期","10631600.5162122","153"
"金华","主营收入","本年累计","1188800.44051001","154"
"金华","主营收入","同比变化","990800.244488444","155"
"金华","主营收入","同比","81.009981","156"
"金华","主营收入","排名","1","157"
"金华","主营收入","预算目标","11880800.5320259","158"
"金华","主营收入","完成率","96.007888","159"
"金华","主营收入","缺口","-268500.744515985","160"
"嘉兴","主营收入","2023年01月","44900.1738818855","161"
"嘉兴","主营收入","2023年2月","88700.1988444555","162"
"嘉兴","主营收入","2023年3月","864900.188882415","163"
"嘉兴","主营收入","2023年4月","798700.722688426","164"
"嘉兴","主营收入","2023年5月","8318100.18682616","165"
"嘉兴","主营收入","2023年6月","84400.2441827018","166"
"嘉兴","主营收入","2023年7月","8148100.01518798","167"
"嘉兴","主营收入","2023年8月","847600.85577255","168"
"嘉兴","主营收入","2023年9月","817600.415788541","169"
"嘉兴","主营收入","2023年10月","855900.698839309","170"
"嘉兴","主营收入","2023年11月","8338100.88692398","171"
"嘉兴","主营收入","2023年12月","855500.818488155","172"
"嘉兴","主营收入","2024年01月","885500.731288733","173"
"嘉兴","主营收入","2024年2月","8448100.3380071","174"
"嘉兴","主营收入","2024年3月","8818100.99180404","175"
"嘉兴","主营收入","2024年4月","825700.318812279","176"
"嘉兴","主营收入","2024年5月","919900.278884881","177"
"嘉兴","主营收入","2024年6月","900800.913146906","178"
"嘉兴","主营收入","2024年7月","844800.528740049","179"
"嘉兴","主营收入","2024年8月","9048100.84468823","180"
"嘉兴","主营收入","2024年9月","9488700.08784884","181"
"嘉兴","主营收入","2024年10月","918100.304411385","182"
"嘉兴","主营收入","2024年11月","93100.8878441698","183"
"嘉兴","主营收入","2024年12月","982600.254244418","184"
"嘉兴","主营收入","去年同期","10024600.6888441","185"
"嘉兴","主营收入","本年累计","108068100.994539","186"
"嘉兴","主营收入","同比变化","780900.313278648","187"
"嘉兴","主营收入","同比","6.0078049","188"
"嘉兴","主营收入","排名","5","189"
"嘉兴","主营收入","预算目标","112738100.906842","190"
"嘉兴","主营收入","完成率","95.008881","191"
"嘉兴","主营收入","缺口","-485500.570087384","192"
"绍兴","主营收入","2023年01月","598100.2087701","193"
"绍兴","主营收入","2023年2月","6198100.061817","194"
"绍兴","主营收入","2023年3月","6088100.7791024","195"
"绍兴","主营收入","2023年4月","441700.0445069","196"
"绍兴","主营收入","2023年5月","64600.2399064","197"
"绍兴","主营收入","2023年6月","64000.7816225","198"
"绍兴","主营收入","2023年7月","62100.887449","199"
"绍兴","主营收入","2023年8月","47700.7998196","200"
"绍兴","主营收入","2023年9月","64500.0031319","201"
"绍兴","主营收入","2023年10月","63900.9015908","202"
"绍兴","主营收入","2023年11月","855600.48816477","203"
"绍兴","主营收入","2023年12月","44800.9954445","204"
"绍兴","主营收入","2024年01月","694600.9630003","205"
"绍兴","主营收入","2024年2月","618600.6422521","206"
"绍兴","主营收入","2024年3月","64900.69001","207"
"绍兴","主营收入","2024年4月","728600.4469116","208"
"绍兴","主营收入","2024年5月","68600.8844177","209"
"绍兴","主营收入","2024年6月","7048100.4413105","210"
"绍兴","主营收入","2024年7月","88100.8814488","211"
"绍兴","主营收入","2024年8月","68600.963301","212"
"绍兴","主营收入","2024年9月","444600.8884424","213"
"绍兴","主营收入","2024年10月","67700.0713109","214"
"绍兴","主营收入","2024年11月","441600.046901","215"
"绍兴","主营收入","2024年12月","77700.6424873","216"
"绍兴","主营收入","去年同期","788300.24882313","217"
"绍兴","主营收入","本年累计","8325900.0638811","218"
"绍兴","主营收入","同比变化","881900.828699799","219"
"绍兴","主营收入","同比","81.006272","220"
"绍兴","主营收入","排名","2","221"
"绍兴","主营收入","预算目标","87148100.8859611","222"
"绍兴","主营收入","完成率","95.008883","223"
"绍兴","主营收入","缺口","-388900.522080027","224"
"湖州","主营收入","2023年01月","6338100.30804484","225"
"湖州","主营收入","2023年2月","63100.8888338559","226"
"湖州","主营收入","2023年3月","693700.486444884","227"
"湖州","主营收入","2023年4月","8838100.09888874","228"
"湖州","主营收入","2023年5月","601500.868861683","229"
"湖州","主营收入","2023年6月","6828100.90488788","230"
"湖州","主营收入","2023年7月","5448100.39854888","231"
"湖州","主营收入","2023年8月","5798100.4460716","232"
"湖州","主营收入","2023年9月","445600.5538332","233"
"湖州","主营收入","2023年10月","51500.3021448018","234"
"湖州","主营收入","2023年11月","61700.5453814481","235"
"湖州","主营收入","2023年12月","7178100.31832099","236"
"湖州","主营收入","2024年01月","4488100.48888886","237"
"湖州","主营收入","2024年2月","6328100.8116445","238"
"湖州","主营收入","2024年3月","7128100.39999944","239"
"湖州","主营收入","2024年4月","444600.180544448","240"
"湖州","主营收入","2024年5月","444800.113244488","241"
"湖州","主营收入","2024年6月","7308100.80322848","242"
"湖州","主营收入","2024年7月","620900.813025444","243"
"湖州","主营收入","2024年8月","603700.114411552","244"
"湖州","主营收入","2024年9月","70900.9021339528","245"
"湖州","主营收入","2024年10月","5998100.99024999","246"
"湖州","主营收入","2024年11月","732500.802528844","247"
"湖州","主营收入","2024年12月","707900.951009033","248"
"湖州","主营收入","去年同期","77798100.4482444","249"
"湖州","主营收入","本年累计","805300.318863088","250"
"湖州","主营收入","同比变化","613900.550618304","251"
"湖州","主营收入","同比","81.002415","252"
"湖州","主营收入","排名","4","253"
"湖州","主营收入","预算目标","850600.518844219","254"
"湖州","主营收入","完成率","96.004442","255"
"湖州","主营收入","缺口","-45300.1999061999","256"
"丽水","主营收入","2023年01月","277600.4450791","257"
"丽水","主营收入","2023年2月","199600.5121851","258"
"丽水","主营收入","2023年3月","28800.42114882","259"
"丽水","主营收入","2023年4月","2448100.0779182","260"
"丽水","主营收入","2023年5月","206900.8886442","261"
"丽水","主营收入","2023年6月","269500.7779888","262"
"丽水","主营收入","2023年7月","181600.90994888","263"
"丽水","主营收入","2023年8月","269900.8809988","264"
"丽水","主营收入","2023年9月","2778100.8061162","265"
"丽水","主营收入","2023年10月","27700.6286217","266"
"丽水","主营收入","2023年11月","246600.0402321","267"
"丽水","主营收入","2023年12月","250700.4427818","268"
"丽水","主营收入","2024年01月","302700.4690686","269"
"丽水","主营收入","2024年2月","215700.48798888","270"
"丽水","主营收入","2024年3月","4488100.4488253","271"
"丽水","主营收入","2024年4月","250600.8807188","272"
"丽水","主营收入","2024年5月","22600.7199881","273"
"丽水","主营收入","2024年6月","278700.1148822","274"
"丽水","主营收入","2024年7月","2008100.986977","275"
"丽水","主营收入","2024年8月","244600.4441241","276"
"丽水","主营收入","2024年9月","271600.9257486","277"
"丽水","主营收入","2024年10月","555600.8118883","278"
"丽水","主营收入","2024年11月","270700.6952844","279"
"丽水","主营收入","2024年12月","26000.4531608","280"
"丽水","主营收入","去年同期","28718100.105398","281"
"丽水","主营收入","本年累计","30448100.3983123","282"
"丽水","主营收入","同比变化","20500.4457277","283"
"丽水","主营收入","同比","6.0014056","284"
"丽水","主营收入","排名","6","285"
"丽水","主营收入","预算目标","32258100.2728228","286"
"丽水","主营收入","完成率","95.003809","287"
"丽水","主营收入","缺口","-1488100.87451052","288"
"衢州","主营收入","2023年01月","25100.2698287","289"
"衢州","主营收入","2023年2月","23900.8558812","290"
"衢州","主营收入","2023年3月","247600.7207259","291"
"衢州","主营收入","2023年4月","2698100.6251328","292"
"衢州","主营收入","2023年5月","232800.604177","293"
"衢州","主营收入","2023年6月","21900.4842788","294"
"衢州","主营收入","2023年7月","21900.9623991","295"
"衢州","主营收入","2023年8月","22500.2570088","296"
"衢州","主营收入","2023年9月","198700.5088719","297"
"衢州","主营收入","2023年10月","99900.982819","298"
"衢州","主营收入","2023年11月","2118100.380274","299"
"衢州","主营收入","2023年12月","24000.534444","300"
"衢州","主营收入","2024年01月","285700.3880032","301"
"衢州","主营收入","2024年2月","244600.4493227","302"
"衢州","主营收入","2024年3月","2488100.9828288","303"
"衢州","主营收入","2024年4月","24100.88880923","304"
"衢州","主营收入","2024年5月","257600.0148739","305"
"衢州","主营收入","2024年6月","239900.4555578","306"
"衢州","主营收入","2024年7月","230600.9516998","307"
"衢州","主营收入","2024年8月","22500.0055591","308"
"衢州","主营收入","2024年9月","215600.2730241","309"
"衢州","主营收入","2024年10月","222600.3884159","310"
"衢州","主营收入","2024年11月","282500.4441506","311"
"衢州","主营收入","2024年12月","2608100.1885596","312"
"衢州","主营收入","去年同期","244200.6488161","313"
"衢州","主营收入","本年累计","4448800.9950633","314"
"衢州","主营收入","同比变化","18300.8552882","315"
"衢州","主营收入","同比","8.0044082","316"
"衢州","主营收入","排名","8","317"
"衢州","主营收入","预算目标","309100.016269423","318"
"衢州","主营收入","完成率","96.009903","319"
"衢州","主营收入","缺口","-15500.021174123","320"
"舟山","主营收入","2023年01月","22300.4886324","321"
"舟山","主营收入","2023年2月","2088100.1571821","322"
"舟山","主营收入","2023年3月","44600.9321152","323"
"舟山","主营收入","2023年4月","198500.0390984","324"
"舟山","主营收入","2023年5月","201500.9093178","325"
"舟山","主营收入","2023年6月","219900.327788","326"
"舟山","主营收入","2023年7月","1918100.0597269","327"
"舟山","主营收入","2023年8月","198900.9022608","328"
"舟山","主营收入","2023年9月","225700.0088304","329"
"舟山","主营收入","2023年10月","19900.8270771","330"
"舟山","主营收入","2023年11月","19700.8383282","331"
"舟山","主营收入","2023年12月","2248100.1111698","332"
"舟山","主营收入","2024年01月","258100.0621444","333"
"舟山","主营收入","2024年2月","216600.953855","334"
"舟山","主营收入","2024年3月","269900.990144","335"
"舟山","主营收入","2024年4月","209600.3930444","336"
"舟山","主营收入","2024年5月","21700.10884888","337"
"舟山","主营收入","2024年6月","2278100.9178851","338"
"舟山","主营收入","2024年7月","207600.5188477","339"
"舟山","主营收入","2024年8月","2088100.8864132","340"
"舟山","主营收入","2024年9月","253700.2882073","341"
"舟山","主营收入","2024年10月","210600.3090395","342"
"舟山","主营收入","2024年11月","2698100.88555","343"
"舟山","主营收入","2024年12月","2388100.7128841","344"
"舟山","主营收入","去年同期","25448100.5480888","345"
"舟山","主营收入","本年累计","27488100.9900008","346"
"舟山","主营收入","同比变化","21488100.9419419","347"
"舟山","主营收入","同比","81.004445","348"
"舟山","主营收入","排名","3","349"
"舟山","主营收入","预算目标","2838600.88855515","350"
"舟山","主营收入","完成率","98.006416","351"
"舟山","主营收入","缺口","-95700.3282574888","352"
"省本级","主营收入","2023年01月","7118100.53870926","353"
"省本级","主营收入","2023年2月","88488100.6855982","354"
"省本级","主营收入","2023年3月","694600.530441264","355"
"省本级","主营收入","2023年4月","597600.248559264","356"
"省本级","主营收入","2023年5月","444600.914199022","357"
"省本级","主营收入","2023年6月","744600.157019264","358"
"省本级","主营收入","2023年7月","772700.448468264","359"
"省本级","主营收入","2023年8月","799600.425983264","360"
"省本级","主营收入","2023年9月","61900.4184202641","361"
"省本级","主营收入","2023年10月","64900.4464262641","362"
"省本级","主营收入","2023年11月","888700.726032264","363"
"省本级","主营收入","2023年12月","10200.9959832641","364"
"省本级","主营收入","2024年01月","55500.4088120448","365"
"省本级","主营收入","2024年2月","8808100.017973","366"
"省本级","主营收入","2024年3月","9900.44442449999","367"
"省本级","主营收入","2024年4月","574500.820997448","368"
"省本级","主营收入","2024年5月","7718100.40788777","369"
"省本级","主营收入","2024年6月","1007600.148831","370"
"省本级","主营收入","2024年7月","68700.8808874151","371"
"省本级","主营收入","2024年8月","407600.722517981","372"
"省本级","主营收入","2024年9月","54100.9445262244","373"
"省本级","主营收入","2024年10月","4888100.900222","374"
"省本级","主营收入","2024年11月","694600.509148848","375"
"省本级","主营收入","2024年12月","111600.117770906","376"
"省本级","主营收入","去年同期","7240600.15395052","377"
"省本级","主营收入","本年累计","639900.644265557","378"
"省本级","主营收入","同比变化","-931600.488885981","379"
"省本级","主营收入","同比","-181.0084","380"
"省本级","主营收入","预算目标","79013","381"
"省本级","主营收入","完成率","8.000997","382"
"省本级","主营收入","缺口","-1544700.33274884","383"
"全省","主营收入","2023年01月","116848100.944238","384"
"全省","主营收入","2023年2月","11884600.171599","385"
"全省","主营收入","2023年3月","126948100.196901","386"
"全省","主营收入","2023年4月","11577600.6484446","387"
"全省","主营收入","2023年5月","1244500.7821521","388"
"全省","主营收入","2023年6月","1308800.9933946","389"
"全省","主营收入","2023年7月","11538500.8558884","390"
"全省","主营收入","2023年8月","12032600.9144522","391"
"全省","主营收入","2023年9月","11984800.4464888","392"
"全省","主营收入","2023年10月","116128100.733048","393"
"全省","主营收入","2023年11月","12999700.0715048","394"
"全省","主营收入","2023年12月","11599800.4071079","395"
"全省","主营收入","2024年01月","12604600.5232112","396"
"全省","主营收入","2024年2月","1123900.90880808","397"
"全省","主营收入","2024年3月","127788100.44977","398"
"全省","主营收入","2024年4月","12221700.4090445","399"
"全省","主营收入","2024年5月","12531700.102053","400"
"全省","主营收入","2024年6月","16991500.9511694","401"
"全省","主营收入","2024年7月","1161500.4873969","402"
"全省","主营收入","2024年8月","11550900.5705946","403"
"全省","主营收入","2024年9月","12788600.3117097","404"
"全省","主营收入","2024年10月","11488900.7449772","405"
"全省","主营收入","2024年11月","1288888100.88187","406"
"全省","主营收入","2024年12月","18885700.3263277","407"
"全省","主营收入","去年同期","1440618100.18692","408"
"全省","主营收入","本年累计","148398600.628888","409"
"全省","主营收入","同比变化","4447600.44106288","410"
"全省","主营收入","同比","7.0010446","411"
"全省","主营收入","预算目标","1622400","412"
"全省","主营收入","完成率","99.005254","413"
"全省","主营收入","缺口","-188488100.884214","414"
"杭州","主营收入--公众","2023年01月","1213900.98888055","415"
"杭州","主营收入--公众","2023年2月","1399800.188812","416"
"杭州","主营收入--公众","2023年3月","146900.5231988","417"
"杭州","主营收入--公众","2023年4月","1419700.4459003","418"
"杭州","主营收入--公众","2023年5月","153200.8019983","419"
"杭州","主营收入--公众","2023年6月","18848100.9807444","420"
"杭州","主营收入--公众","2023年7月","1779800.4132783","421"
"杭州","主营收入--公众","2023年8月","14488600.6064488","422"
"杭州","主营收入--公众","2023年9月","1694900.1445788","423"
"杭州","主营收入--公众","2023年10月","138600.5919921","424"
"杭州","主营收入--公众","2023年11月","13288100.1555977","425"
"杭州","主营收入--公众","2023年12月","1441700.944125","426"
"杭州","主营收入--公众","2024年01月","14447600.2597733","427"
"杭州","主营收入--公众","2024年2月","1185500.1744445","428"
"杭州","主营收入--公众","2024年3月","1412700.8888196","429"
"杭州","主营收入--公众","2024年4月","1420700.2542197","430"
"杭州","主营收入--公众","2024年5月","188700.3214404","431"
"杭州","主营收入--公众","2024年6月","1400600.4249945","432"
"杭州","主营收入--公众","2024年7月","1406600.6918821","433"
"杭州","主营收入--公众","2024年8月","1392600.91699488","434"
"杭州","主营收入--公众","2024年9月","1855700.9687319","435"
"杭州","主营收入--公众","2024年10月","1333700.905774","436"
"杭州","主营收入--公众","2024年11月","148838100.247704","437"
"杭州","主营收入--公众","2024年12月","1880700.0940146","438"
"杭州","主营收入--公众","去年同期","1880900.9019888","439"
"杭州","主营收入--公众","本年累计","164268100.844232","440"
"杭州","主营收入--公众","同比变化","-183900.088425999","441"
"杭州","主营收入--公众","同比","-9.001027","442"
"杭州","主营收入--公众","排名","11","443"
"杭州","主营收入--公众","预算目标","17802800.282724","444"
"杭州","主营收入--公众","完成率","981.00272","445"
"宁波","主营收入--公众","2023年01月","8388100.4444446","446"
"宁波","主营收入--公众","2023年2月","8888100.8382482","447"
"宁波","主营收入--公众","2023年3月","10308100.5068162","448"
"宁波","主营收入--公众","2023年4月","96900.8559777","449"
"宁波","主营收入--公众","2023年5月","971500.8599017","450"
"宁波","主营收入--公众","2023年6月","9778100.6060983","451"
"宁波","主营收入--公众","2023年7月","9608100.8252705","452"
"宁波","主营收入--公众","2023年8月","971900.715799","453"
"宁波","主营收入--公众","2023年9月","94100.3144094","454"
"宁波","主营收入--公众","2023年10月","9538100.8878557","455"
"宁波","主营收入--公众","2023年11月","938600.444457","456"
"宁波","主营收入--公众","2023年12月","92400.8811122","457"
"宁波","主营收入--公众","2024年01月","985500.7164998","458"
"宁波","主营收入--公众","2024年2月","8048100.1949974","459"
"宁波","主营收入--公众","2024年3月","984900.4188244","460"
"宁波","主营收入--公众","2024年4月","988500.8698401","461"
"宁波","主营收入--公众","2024年5月","982600.8864811","462"
"宁波","主营收入--公众","2024年6月","955700.6812639","463"
"宁波","主营收入--公众","2024年7月","992600.6090288","464"
"宁波","主营收入--公众","2024年8月","982700.0613877","465"
"宁波","主营收入--公众","2024年9月","95900.8546903","466"
"宁波","主营收入--公众","2024年10月","944600.4818712","467"
"宁波","主营收入--公众","2024年11月","97000.8853926","468"
"宁波","主营收入--公众","2024年12月","948600.3996301","469"
"宁波","主营收入--公众","去年同期","113318100.607887","470"
"宁波","主营收入--公众","本年累计","11530600.0901773","471"
"宁波","主营收入--公众","同比变化","199900.448259","472"
"宁波","主营收入--公众","同比","9.0048848","473"
"宁波","主营收入--公众","排名","8","474"
"宁波","主营收入--公众","预算目标","1227700.97887068","475"
"宁波","主营收入--公众","完成率","97.009111","476"
"温州","主营收入--公众","2023年01月","888700.7881704","477"
"温州","主营收入--公众","2023年2月","610900.6884144","478"
"温州","主营收入--公众","2023年3月","685600.5208838","479"
"温州","主营收入--公众","2023年4月","888100.9092884","480"
"温州","主营收入--公众","2023年5月","680600.9403061","481"
"温州","主营收入--公众","2023年6月","6888100.8851691","482"
"温州","主营收入--公众","2023年7月","44800.8859044","483"
"温州","主营收入--公众","2023年8月","8838100.4772303","484"
"温州","主营收入--公众","2023年9月","448500.1130738","485"
"温州","主营收入--公众","2023年10月","4418100.241882","486"
"温州","主营收入--公众","2023年11月","638100.8850844","487"
"温州","主营收入--公众","2023年12月","555700.0690288","488"
"温州","主营收入--公众","2024年01月","4418100.7885588","489"
"温州","主营收入--公众","2024年2月","5488100.2747721","490"
"温州","主营收入--公众","2024年3月","440800.1998063","491"
"温州","主营收入--公众","2024年4月","44100.4428441","492"
"温州","主营收入--公众","2024年5月","644500.918887","493"
"温州","主营收入--公众","2024年6月","8828100.649988","494"
"温州","主营收入--公众","2024年7月","8888100.3194994","495"
"温州","主营收入--公众","2024年8月","448600.8701188","496"
"温州","主营收入--公众","2024年9月","6488100.9885591","497"
"温州","主营收入--公众","2024年10月","644800.7700041","498"
"温州","主营收入--公众","2024年11月","641500.3288799","499"
"温州","主营收入--公众","2024年12月","488600.281399","500"
"温州","主营收入--公众","去年同期","780500.8887718","501"
"温州","主营收入--公众","本年累计","7772800.0011399","502"
"温州","主营收入--公众","同比变化","-33700.8874480999","503"
"温州","主营收入--公众","同比","-0.0042704","504"
"温州","主营收入--公众","排名","10","505"
"温州","主营收入--公众","预算目标","8888900.08040053","506"
"温州","主营收入--公众","完成率","99.006449","507"
"台州","主营收入--公众","2023年01月","88000.6240722","508"
"台州","主营收入--公众","2023年2月","508700.4144499","509"
"台州","主营收入--公众","2023年3月","398600.6239944","510"
"台州","主营收入--公众","2023年4月","532700.5428699","511"
"台州","主营收入--公众","2023年5月","569600.8005553","512"
"台州","主营收入--公众","2023年6月","547600.7703111","513"
"台州","主营收入--公众","2023年7月","5328100.1601099","514"
"台州","主营收入--公众","2023年8月","527700.0449914","515"
"台州","主营收入--公众","2023年9月","521600.45214","516"
"台州","主营收入--公众","2023年10月","527600.0986477","517"
"台州","主营收入--公众","2023年11月","51200.9644844","518"
"台州","主营收入--公众","2023年12月","50400.9928268","519"
"台州","主营收入--公众","2024年01月","53900.4407397","520"
"台州","主营收入--公众","2024年2月","8848100.553211","521"
"台州","主营收入--公众","2024年3月","540700.9392409","522"
"台州","主营收入--公众","2024年4月","5538100.8880159","523"
"台州","主营收入--公众","2024年5月","552500.8680982","524"
"台州","主营收入--公众","2024年6月","8888100.9924771","525"
"台州","主营收入--公众","2024年7月","5488100.1447703","526"
"台州","主营收入--公众","2024年8月","54488100.4205444","527"
"台州","主营收入--公众","2024年9月","53200.7160888","528"
"台州","主营收入--公众","2024年10月","5338100.1914442","529"
"台州","主营收入--公众","2024年11月","5448100.6984133","530"
"台州","主营收入--公众","2024年12月","5188100.7924145","531"
